dot,PTC,quantity,sale_price,reason,source_file
2023-11-07,SKU02766,1,,Missing product or sale price,sales_transactions.csv
2023-11-07,SKU00939,2,,Missing product or sale price,sales_transactions.csv
2023-11-07,SKU04516,1,,Missing product or sale price,sales_transactions.csv
2023-11-07,SKU02144,1,,Missing product or sale price,sales_transactions.csv
2023-11-07,SKU04470,1,,Missing product or sale price,sales_transactions.csv
2023-11-08,SKU00418,1,,Missing product or sale price,sales_transactions.csv
2023-11-08,SKU00153,1,,Missing product or sale price,sales_transactions.csv
2023-11-08,SKU00102,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU03971,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU03946,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU04156,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU03595,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU01280,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU01786,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU01923,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU02172,1,,Missing product or sale price,sales_transactions.csv
2023-11-09,SKU00762,1,,Missing product or sale price,sales_transactions.csv
2023-11-10,SKU01508,2,,Missing product or sale price,sales_transactions.csv
2023-11-10,SKU03269,3,,Missing product or sale price,sales_transactions.csv
2023-11-10,SKU00254,2,,Missing product or sale price,sales_transactions.csv
2023-11-10,SKU04664,1,,Missing product or sale price,sales_transactions.csv
2023-11-10,SKU03928,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU02217,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU00658,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU03836,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU04161,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU00675,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU02215,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU04922,1,,Missing product or sale price,sales_transactions.csv
2023-11-11,SKU01036,1,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU04853,1,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU04743,1,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU02281,1,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU01437,1,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU01392,1,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU03524,1,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU01319,2,,Missing product or sale price,sales_transactions.csv
2023-11-12,SKU04828,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU03401,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU01289,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU03852,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU03692,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU03713,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU02830,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU01037,1,,Missing product or sale price,sales_transactions.csv
2023-11-13,SKU01133,1,,Missing product or sale price,sales_transactions.csv
2023-11-14,SKU02951,1,,Missing product or sale price,sales_transactions.csv
2023-11-14,SKU01985,1,,Missing product or sale price,sales_transactions.csv
2023-11-14,SKU00677,2,,Missing product or sale price,sales_transactions.csv
2023-11-14,SKU02548,1,,Missing product or sale price,sales_transactions.csv
2023-11-14,SKU03483,1,,Missing product or sale price,sales_transactions.csv
2023-11-15,SKU02941,1,,Missing product or sale price,sales_transactions.csv
2023-11-15,SKU03646,2,,Missing product or sale price,sales_transactions.csv
2023-11-15,SKU03508,1,,Missing product or sale price,sales_transactions.csv
2023-11-15,SKU03351,1,,Missing product or sale price,sales_transactions.csv
2023-11-15,SKU02995,1,,Missing product or sale price,sales_transactions.csv
2023-11-15,SKU02597,2,,Missing product or sale price,sales_transactions.csv
2023-11-15,SKU04473,2,,Missing product or sale price,sales_transactions.csv
2023-11-16,SKU03028,3,,Missing product or sale price,sales_transactions.csv
2023-11-16,SKU01445,2,,Missing product or sale price,sales_transactions.csv
2023-11-16,SKU00445,1,,Missing product or sale price,sales_transactions.csv
2023-11-16,SKU02248,2,,Missing product or sale price,sales_transactions.csv
2023-11-16,SKU04490,1,,Missing product or sale price,sales_transactions.csv
2023-11-17,SKU04700,1,,Missing product or sale price,sales_transactions.csv
2023-11-17,SKU00002,1,,Missing product or sale price,sales_transactions.csv
2023-11-17,SKU04662,2,,Missing product or sale price,sales_transactions.csv
2023-11-17,SKU02396,2,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU02310,3,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU04996,2,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU02671,1,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU01477,2,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU04483,3,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU02085,1,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU02347,1,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU02258,1,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU03372,1,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU03566,2,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU02560,1,,Missing product or sale price,sales_transactions.csv
2023-11-18,SKU01592,1,,Missing product or sale price,sales_transactions.csv
2023-11-19,SKU01933,1,,Missing product or sale price,sales_transactions.csv
2023-11-19,SKU02679,1,,Missing product or sale price,sales_transactions.csv
2023-11-19,SKU01909,1,,Missing product or sale price,sales_transactions.csv
2023-11-19,SKU04138,1,,Missing product or sale price,sales_transactions.csv
2023-11-20,SKU00398,1,,Missing product or sale price,sales_transactions.csv
2023-11-20,SKU00218,1,,Missing product or sale price,sales_transactions.csv
2023-11-20,SKU01433,1,,Missing product or sale price,sales_transactions.csv
2023-11-20,SKU04704,1,,Missing product or sale price,sales_transactions.csv
2023-11-20,SKU03978,1,,Missing product or sale price,sales_transactions.csv
2023-11-21,SKU04194,1,,Missing product or sale price,sales_transactions.csv
2023-11-21,SKU02130,1,,Missing product or sale price,sales_transactions.csv
2023-11-22,SKU01771,1,,Missing product or sale price,sales_transactions.csv
2023-11-22,SKU00714,1,,Missing product or sale price,sales_transactions.csv
2023-11-22,SKU03423,1,,Missing product or sale price,sales_transactions.csv
2023-11-23,SKU04334,2,,Missing product or sale price,sales_transactions.csv
2023-11-23,SKU04774,1,,Missing product or sale price,sales_transactions.csv
2023-11-24,SKU00933,1,,Missing product or sale price,sales_transactions.csv
2023-11-24,SKU00755,1,,Missing product or sale price,sales_transactions.csv
2023-11-24,SKU04872,1,,Missing product or sale price,sales_transactions.csv
2023-11-24,SKU04480,1,,Missing product or sale price,sales_transactions.csv
2023-11-24,SKU00042,1,,Missing product or sale price,sales_transactions.csv
2023-11-24,SKU02527,1,,Missing product or sale price,sales_transactions.csv
2023-11-24,SKU01619,1,,Missing product or sale price,sales_transactions.csv
2023-11-25,SKU00084,3,,Missing product or sale price,sales_transactions.csv
2023-11-25,SKU02365,1,,Missing product or sale price,sales_transactions.csv
2023-11-25,SKU03405,1,,Missing product or sale price,sales_transactions.csv
2023-11-25,SKU00526,1,,Missing product or sale price,sales_transactions.csv
2023-11-25,SKU03353,1,,Missing product or sale price,sales_transactions.csv
2023-11-25,SKU02804,1,,Missing product or sale price,sales_transactions.csv
2023-11-25,SKU04579,1,,Missing product or sale price,sales_transactions.csv
2023-11-26,SKU03912,1,,Missing product or sale price,sales_transactions.csv
2023-11-26,SKU03066,1,,Missing product or sale price,sales_transactions.csv
2023-11-26,SKU03786,1,,Missing product or sale price,sales_transactions.csv
2023-11-26,SKU03502,1,,Missing product or sale price,sales_transactions.csv
2023-11-26,SKU03141,1,,Missing product or sale price,sales_transactions.csv
2023-11-27,SKU01922,1,,Missing product or sale price,sales_transactions.csv
2023-11-27,SKU01957,1,,Missing product or sale price,sales_transactions.csv
2023-11-27,SKU02175,1,,Missing product or sale price,sales_transactions.csv
2023-11-27,SKU00079,1,,Missing product or sale price,sales_transactions.csv
2023-11-27,SKU01498,1,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU04939,1,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU01035,1,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU03947,1,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU02696,1,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU02486,1,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU03446,2,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU02672,2,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU04038,1,,Missing product or sale price,sales_transactions.csv
2023-11-28,SKU00074,1,,Missing product or sale price,sales_transactions.csv
2023-11-29,SKU00960,2,,Missing product or sale price,sales_transactions.csv
2023-11-30,SKU03891,1,,Missing product or sale price,sales_transactions.csv
2023-11-30,SKU02424,1,,Missing product or sale price,sales_transactions.csv
2023-11-30,SKU03184,1,,Missing product or sale price,sales_transactions.csv
2023-11-30,SKU00739,1,,Missing product or sale price,sales_transactions.csv
2023-12-01,SKU00643,1,,Missing product or sale price,sales_transactions.csv
2023-12-01,SKU04484,1,,Missing product or sale price,sales_transactions.csv
2023-12-01,SKU03631,2,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU00639,1,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU00932,1,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU04857,1,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU02702,1,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU03304,1,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU01900,1,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU04813,1,,Missing product or sale price,sales_transactions.csv
2023-12-02,SKU00877,1,,Missing product or sale price,sales_transactions.csv
2023-12-03,SKU01403,1,,Missing product or sale price,sales_transactions.csv
2023-12-04,SKU04118,1,,Missing product or sale price,sales_transactions.csv
2023-12-04,SKU01159,1,,Missing product or sale price,sales_transactions.csv
2023-12-04,SKU03510,1,,Missing product or sale price,sales_transactions.csv
2023-12-05,SKU00637,1,,Missing product or sale price,sales_transactions.csv
2023-12-05,SKU03005,1,,Missing product or sale price,sales_transactions.csv
2023-12-05,SKU04534,1,,Missing product or sale price,sales_transactions.csv
2023-12-05,SKU02875,2,,Missing product or sale price,sales_transactions.csv
2023-12-06,SKU02070,1,,Missing product or sale price,sales_transactions.csv
2023-12-06,SKU04541,1,,Missing product or sale price,sales_transactions.csv
2023-12-07,SKU04075,1,,Missing product or sale price,sales_transactions.csv
2023-12-07,SKU03532,1,,Missing product or sale price,sales_transactions.csv
2023-12-07,SKU04141,1,,Missing product or sale price,sales_transactions.csv
2023-12-07,SKU02876,1,,Missing product or sale price,sales_transactions.csv
2023-12-07,SKU04623,3,,Missing product or sale price,sales_transactions.csv
2023-12-07,SKU00455,1,,Missing product or sale price,sales_transactions.csv
2023-12-08,SKU02095,1,,Missing product or sale price,sales_transactions.csv
2023-12-08,SKU00810,1,,Missing product or sale price,sales_transactions.csv
2023-12-08,SKU00780,1,,Missing product or sale price,sales_transactions.csv
2023-12-08,SKU00477,1,,Missing product or sale price,sales_transactions.csv
2023-12-08,SKU01634,1,,Missing product or sale price,sales_transactions.csv
2023-12-08,SKU01122,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU03164,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU03490,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU04928,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU02756,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU01929,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU03975,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU00889,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU01385,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU00098,1,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU01027,2,,Missing product or sale price,sales_transactions.csv
2023-12-09,SKU00422,1,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU00834,2,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU00306,1,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU01589,1,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU03421,3,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU04764,1,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU03241,1,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU03686,1,,Missing product or sale price,sales_transactions.csv
2023-12-10,SKU02301,1,,Missing product or sale price,sales_transactions.csv
2023-12-11,SKU03217,1,,Missing product or sale price,sales_transactions.csv
2023-12-11,SKU00575,1,,Missing product or sale price,sales_transactions.csv
2023-12-11,SKU03908,1,,Missing product or sale price,sales_transactions.csv
2023-12-12,SKU02888,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU03242,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU04304,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU03881,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU00577,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU04528,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU04472,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU01555,1,,Missing product or sale price,sales_transactions.csv
2023-12-14,SKU02561,1,,Missing product or sale price,sales_transactions.csv
2023-12-15,SKU03718,2,,Missing product or sale price,sales_transactions.csv
2023-12-15,SKU04244,1,,Missing product or sale price,sales_transactions.csv
2023-12-15,SKU01605,2,,Missing product or sale price,sales_transactions.csv
2023-12-15,SKU01952,1,,Missing product or sale price,sales_transactions.csv
2023-12-15,SKU00792,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU04623,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU04880,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU04006,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU01503,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU00638,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU03605,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU00729,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU00213,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU01376,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU04746,1,,Missing product or sale price,sales_transactions.csv
2023-12-16,SKU01507,1,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU03222,1,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU02322,1,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU00572,1,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU00745,2,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU04817,1,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU01952,1,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU03886,1,,Missing product or sale price,sales_transactions.csv
2023-12-17,SKU00324,1,,Missing product or sale price,sales_transactions.csv
